Overall Place,Gender Place,Category Place,Club,Runner Number,Gender,Category,Event,Half Time,Finish Time,Year,Last Name,First Name,Country,Total Seconds,Half Seconds,Name
26.0,1.0,1.0,,108,F,18-39,Elite,01:10:45,02:22:58,2016, sumgong,jemima,KEN,8578.0,4245.0,
27.0,2.0,2.0,,101,F,18-39,Elite,01:10:45,02:23:03,2016, tufa,tigist,ETH,8583.0,4245.0,
28.0,3.0,3.0,,104,F,18-39,Elite,01:10:45,02:23:39,2016, kiplagat,florence,KEN,8619.0,4245.0,
30.0,4.0,4.0,,110,F,18-39,Elite,01:13:19,02:23:54,2016, mazuronak,volha,BLR,8634.0,4399.0,
31.0,5.0,5.0,,103,F,18-39,Elite,01:10:45,02:23:57,2016, mergia,aselefech,ETH,8637.0,4245.0,
32.0,6.0,6.0,,105,F,18-39,Elite,01:10:45,02:24:09,2016, dibaba,mare,ETH,8649.0,4245.0,
33.0,7.0,7.0,,107,F,18-39,Elite,01:10:45,02:25:03,2016, tadese,feyse,ETH,8703.0,4245.0,
34.0,8.0,8.0,,106,F,18-39,Elite,01:12:06,02:27:27,2016, jeptoo,priscah,KEN,8847.0,4326.0,
35.0,9.0,9.0,,102,F,18-39,Elite,01:10:45,02:28:30,2016, keitany,mary,KEN,8910.0,4245.0,
37.0,10.0,10.0,,109,F,18-39,Elite,01:14:38,02:28:53,2016, augusto,jessica,POR,8933.0,4478.0,
38.0,11.0,11.0,,115,F,18-39,Elite,01:13:54,02:29:47,2016, kowalska,katarzyna,POL,8987.0,4434.0,
39.0,12.0,12.0,,118,F,18-39,Elite,01:14:22,02:30:06,2016, hall,sara,USA,9006.0,4462.0,
40.0,13.0,13.0,,114,F,18-39,Elite,01:15:43,02:31:52,2016, dixon,alyson,GBR,9112.0,4543.0,
41.0,14.0,14.0,,111,F,18-39,Elite,01:15:43,02:32:00,2016, samuels,sonia,GBR,9120.0,4543.0,
42.0,15.0,15.0,,119,F,18-39,Elite,01:14:22,02:32:20,2016, van zyl,irvette,RSA,9140.0,4462.0,
43.0,16.0,16.0,,122,F,18-39,Elite,01:15:43,02:32:48,2016, purdue,charlotte,GBR,9168.0,4543.0,
125,1,1.0,Thames Va...,289,F,18-39,Mass,01:16:42,02:33:20,2016, barlow,tracy,GBR,9200.0,,
44.0,17.0,17.0,,121,F,18-39,Elite,01:14:29,02:33:36,2016, fien,cassie,AUS,9216.0,4469.0,
214,2,2.0,,645,F,18-39,Mass,01:18:53,02:37:35,2016, muir,tina,GBR,9455.0,,
45.0,18.0,18.0,,112,F,18-39,Elite,01:15:44,02:37:52,2016, ross,freya,GBR,9472.0,4544.0,
228,3,3.0,Wincheste...,494,F,18-39,Mass,01:18:25,02:38:04,2016, munn,hayley,GBR,9484.0,,
239,4,4.0,Aldershot...,552,F,18-39,Mass,01:17:32,02:38:13,2016, bruinvels,georgie,GBR,9493.0,,
46.0,19.0,19.0,,113,F,18-39,Elite,01:16:21,02:39:44,2016, kalmer,rene,RSA,9584.0,4581.0,
293,5,5.0,Team Bath...,207,F,18-39,Mass,01:19:29,02:39:45,2016, hilland,rebecca,GBR,9585.0,,
300,6,1.0,West 4 H...,391,F,40-44,Mass,01:19:00,02:39:49,2016, ponder,rosamund,GBR,9589.0,,
324,7,6.0,London H...,621,F,18-39,Mass,01:19:44,02:40:30,2016, webster,katy,GBR,9630.0,,
342,8,7.0,Victoria P...,251,F,18-39,Mass,01:19:26,02:41:04,2016, pirie,lesley,GBR,9664.0,,
423,9,8.0,Hercules ...,574,F,18-39,Mass,01:20:03,02:42:51,2016, grima,claire,GBR,9771.0,,
444,10,9.0,Kent AC,397,F,18-39,Mass,01:18:29,02:43:11,2016, clements,amy,GBR,9791.0,,
527,11,10.0,Windsor ...,491,F,18-39,Mass,01:21:01,02:44:34,2016, firth,charlotte,GBR,9874.0,,
556,12,11.0,Rotherha...,579,F,18-39,Mass,01:20:08,02:45:04,2016, edwards,rosie,GBR,9904.0,,
596,13,12.0,Reading Ac,409,F,18-39,Mass,01:22:21,02:45:53,2016, boniface,anna,GBR,9953.0,,
619,14,13.0,Kilbarcha...,520,F,18-39,Mass,01:21:25,02:46:34,2016, rankin,gemma,GBR,9994.0,,
620,15,2.0,Saint Ed...,462,F,40-44,Mass,01:22:04,02:46:35,2016, coates,jo,GBR,9995.0,,
704,16,14.0,mourne r...,535,F,18-39,Mass,01:19:02,02:48:03,2016, graham,laura,NIR,10083.0,,
711,17,15.0,Waveney ...,380,F,18-39,Mass,01:22:11,02:48:16,2016, nicholson,rose,GBR,10096.0,,
769,18,16.0,Aldershot Fa...,365,F,18-39,Mass,01:24:51,02:48:55,2016, lovig,christy,CAN,10135.0,,
790,19,17.0,Nuneaton...,350,F,18-39,Mass,01:25:21,02:49:16,2016, fowler,eleanor,GBR,10156.0,,
834,20,18.0,Armagh Ac,556,F,18-39,Mass,01:19:19,02:49:57,2016, ross,fionnuala,GBR,10197.0,,
870,21,19.0,Les Crou...,591,F,18-39,Mass,01:23:18,02:50:33,2016, parry-williams,jessica,GBR,10233.0,,
997,22,20.0,Uknetrun...,472,F,18-39,Mass,01:26:23,02:52:03,2016, oldroyd,hannah,GBR,10323.0,,
1033,23,21.0,Tiverton ...,373,F,18-39,Mass,01:24:52,02:52:31,2016, stone,serane,GBR,10351.0,,
1034,24,22.0,Totley AC,438,F,18-39,Mass,01:23:38,02:52:34,2016, allen,laura,GBR,10354.0,,
1045,25,23.0,Victoria P...,362,F,18-39,Mass,01:24:53,02:52:44,2016, dohren,mandy,GBR,10364.0,,
1048,26,1.0,Halifax Ha...,467,F,45-49,Mass,01:23:02,02:52:47,2016, cumber,sarah louise,GBR,10367.0,,
1052,27,3.0,Wrexhamac,544,F,40-44,Mass,01:23:20,02:52:53,2016, crowe,emma,GBR,10373.0,,
1062,28,24.0,Hadleigh ...,497,F,18-39,Mass,01:25:25,02:53:03,2016, kenny,victoria,GBR,10383.0,,
1069,29,4.0,Headingt...,567,F,40-44,Mass,01:23:46,02:53:10,2016, moore,diane,GBR,10390.0,,
1138,30,1.0,Dulwich R...,505,F,50-54,Mass,01:25:45,02:53:52,2016, elms,clare,GBR,10432.0,,
1139,31,25.0,City Of ...,304,F,18-39,Mass,01:27:10,02:53:52,2016, rose,charlotte,GBR,10432.0,,
1156,32,26.0,Marshall Mil...,300,F,18-39,Mass,01:25:23,02:54:04,2016, webber,wendy,GBR,10444.0,,
1166,33,27.0,Army,487,F,18-39,Mass,01:25:50,02:54:10,2016, jones,nerys,GBR,10450.0,,
1177,34,5.0,Darwen ...,363,F,40-44,Mass,01:26:38,02:54:18,2016, nelson,joanne,GBR,10458.0,,
1184,35,28.0,Winchester...,565,F,18-39,Mass,01:26:18,02:54:20,2016, towerton,kate,GBR,10460.0,,
1204,36,29.0,Reading At...,408,F,18-39,Mass,01:24:21,02:54:31,2016, mitchell,naomi,GBR,10471.0,,
1224,37,6.0,Jersey ...,266,F,40-44,Mass,01:26:27,02:54:46,2016, banks,andrea,GBR,10486.0,,
1279,38,7.0,Farnham...,353,F,40-44,Mass,01:20:50,02:55:17,2016, hill,sarah,GBR,10517.0,,
1286,39,30.0,Fulham Ru...,469,F,18-39,Mass,01:27:56,02:55:20,2016, penfold,rose,GBR,10520.0,,
1302,40,31.0,Erme Vall...,401,F,18-39,Mass,01:24:38,02:55:26,2016, mcewing,alison,GBR,10526.0,,
1306,41,32.0,Windsor ...,589,F,18-39,Mass,01:27:19,02:55:27,2016, atkinson,rebecca,GBR,10527.0,,
1314,42,33.0,Stainland...,334,F,18-39,Mass,01:28:16,02:55:31,2016, collins,lucy,GBR,10531.0,,
1340,43,34.0,Clapham ...,238,F,18-39,Mass,01:27:17,02:55:41,2016, harvey,rose,GBR,10541.0,,
1384,44,2.0,Dewsbur...,308,F,50-54,Mass,01:27:21,02:56:00,2016, johnson,treena,GBR,10560.0,,
1459,45,8.0,New For...,213,F,40-44,Mass,01:23:55,02:56:37,2016, sesto,valeria,GBR,10597.0,,
1493,46,35.0,Cornwall...,294,F,18-39,Mass,01:27:53,02:56:47,2016, sole,amy,GBR,10607.0,,
1494,47,36.0,,55178,F,18-39,Mass,01:29:31,02:56:47,2016, delucia,francesca,USA,10607.0,,
1496,48,9.0,Alnwick H...,292,F,40-44,Mass,01:27:36,02:56:50,2016, brown,ella,GBR,10610.0,,
1517,49,37.0,Pocklingt...,528,F,18-39,Mass,01:28:04,02:56:58,2016, cross,helen,GBR,10618.0,,
1524,50,38.0,Charnwo...,320,F,18-39,Mass,01:25:12,02:57:00,2016, lomas,katie,GBR,10620.0,,
1543,51,2.0,,27088,F,45-49,Mass,01:29:19,02:57:07,2016, warner,julie,GBR,10627.0,,
1547,52,39.0,,47612,F,18-39,Mass,01:24:41,02:57:08,2016, alexander,hannah,GBR,10628.0,,
1562,53,40.0,Thames ...,502,F,18-39,Mass,01:23:28,02:57:16,2016, hazel,sarah,GBR,10636.0,,
1569,54,10.0,Barnsley...,532,F,40-44,Mass,01:28:25,02:57:19,2016, green,nicola,GBR,10639.0,,
1575,55,11.0,Garioch ...,188,F,40-44,Mass,01:25:48,02:57:22,2016, baxter,marie,GBR,10642.0,,
1589,56,41.0,,194,F,18-39,Mass,01:28:49,02:57:25,2016, sarkies,amy,GBR,10645.0,,
1591,57,12.0,Alchester...,500,F,40-44,Mass,01:28:14,02:57:26,2016, rendell,sarah,GBR,10646.0,,
1618,58,42.0,Windsor S...,407,F,18-39,Mass,01:21:43,02:57:34,2016, molinaro,carla,GBR,10654.0,,
1634,59,43.0,City Of...,492,F,18-39,Mass,01:28:19,02:57:40,2016, ballantyne,emma,GBR,10660.0,,
1639,60,3.0,Totton Ru...,537,F,45-49,Mass,01:29:35,02:57:41,2016, wallington,helen,GBR,10661.0,,
1653,61,1.0,Les Crou...,504,F,55-59,Mass,01:26:39,02:57:46,2016, mair,angharad,GBR,10666.0,,
1660,62,44.0,Newbury A...,273,F,18-39,Mass,01:29:09,02:57:48,2016, martin,nina,GBR,10668.0,,
1669,63,45.0,,41533,F,18-39,Mass,01:29:10,02:57:51,2016, mccandless,joanne,GBR,10671.0,,
1695,64,46.0,3m Road...,25146,F,18-39,Mass,01:24:31,02:57:56,2016, cole,michelle,GBR,10676.0,,
1705,65,47.0,London ...,404,F,18-39,Mass,01:29:07,02:58:00,2016, murray,celine,GBR,10680.0,,
1712,66,4.0,Northam...,386,F,45-49,Mass,01:26:16,02:58:02,2016, davis-foxon,sarah,GBR,10682.0,,
1716,67,48.0,Fife Athle...,202,F,18-39,Mass,01:28:23,02:58:02,2016, jones,katie,GBR,10682.0,,
1722,68,49.0,Metros,240,F,18-39,Mass,01:27:29,02:58:05,2016, ashe,lucy sarah,GBR,10685.0,,
1779,69,50.0,Springfield...,336,F,18-39,Mass,01:29:16,02:58:23,2016, brockbank,nikki,GBR,10703.0,,
1806,70,51.0,,30174,F,18-39,Mass,01:24:16,02:58:31,2016, gill,susannah,GBR,10711.0,,
1873,71,5.0,www.carrer...,59965,F,45-49,Mass,01:29:07,02:58:49,2016, tow,maria noel,ARG,10729.0,,
1886,72,52.0,Poole Ac,216,F,18-39,Mass,01:26:32,02:58:52,2016, lewis,tamsin,GBR,10732.0,,
1888,73,53.0,Clapham ...,479,F,18-39,Mass,01:27:18,02:58:52,2016, baker,rachel,GBR,10732.0,,
1914,74,54.0,Teignbridg...,551,F,18-39,Mass,01:28:26,02:59:01,2016, anthony,helen,GBR,10741.0,,
1920,75,55.0,Blackburn...,499,F,18-39,Mass,01:27:03,02:59:02,2016, wood,rachel,GBR,10742.0,,
1943,76,56.0,Cheadle...,268,F,18-39,Mass,01:25:23,02:59:11,2016, harrison,rebecca,GBR,10751.0,,
1964,77,57.0,Bearbroo...,610,F,18-39,Mass,01:28:27,02:59:17,2016, broadbent,victoria,GBR,10757.0,,
1984,78,58.0,Clapham ...,539,F,18-39,Mass,01:29:02,02:59:23,2016, elvin,jennifer,GBR,10763.0,,
1985,79,6.0,Reading ...,584,F,45-49,Mass,01:27:08,02:59:24,2016, hoskins,carrie caroline,GBR,10764.0,,
1995,80,59.0,Kenilwort...,395,F,18-39,Mass,01:31:02,02:59:26,2016, bryan,danielle,AUS,10766.0,,
2013,81,60.0,Witney R...,445,F,18-39,Mass,01:29:03,02:59:30,2016, snare,frankie,GBR,10770.0,,
20.0,1.0,1.0,,102,F,18-39,Elite,01:06:54,02:17:01,2017, keitany,mary,KEN,8221.0,4014.0,
22.0,2.0,2.0,,107,F,18-39,Elite,01:07:54,02:17:56,2017, dibaba,tirunesh,ETH,8276.0,4074.0,
29.0,3.0,3.0,,103,F,18-39,Elite,01:07:54,02:23:08,2017, mergia,aselefech,ETH,8588.0,4074.0,
30.0,4.0,4.0,,130,F,18-39,Elite,01:07:54,02:23:50,2017, cheruiyot,vivian,KEN,8630.0,4074.0,
35.0,5.0,5.0,,110,F,18-39,Elite,01:12:26,02:25:15,2017, weightman,lisa,AUS,8715.0,4346.0,
36.0,6.0,6.0,,115,F,18-39,Elite,01:12:36,02:25:38,2017, thweatt,laura,USA,8738.0,4356.0,
37.0,7.0,7.0,,108,F,18-39,Elite,01:07:53,02:25:39,2017, kiprop,helah,KEN,8739.0,4073.0,
38.0,8.0,8.0,,109,F,18-39,Elite,01:10:59,02:25:52,2017, tufa,tigist,ETH,8752.0,4259.0,
39.0,9.0,9.0,,104,F,18-39,Elite,01:08:17,02:26:25,2017, kiplagat,florence,KEN,8785.0,4097.0,
40.0,10.0,10.0,,113,F,18-39,Elite,01:12:43,02:27:01,2017, trengove,jessica,AUS,8821.0,4363.0,
41.0,11.0,11.0,,106,F,18-39,Elite,01:09:57,02:27:27,2017, kebede,aberu,ETH,8847.0,4197.0,
42.0,12.0,12.0,,114,F,18-39,Elite,01:14:04,02:28:48,2017, lobacevske,diana,LTU,8928.0,4444.0,
43.0,13.0,13.0,,118,F,18-39,Elite,01:12:57,02:28:51,2017, taylor,kellyn,USA,8931.0,4377.0,
44.0,14.0,14.0,,119,F,18-39,Elite,01:13:21,02:29:06,2017, dixon,alyson,GBR,8946.0,4401.0,
45.0,15.0,15.0,,121,F,18-39,Elite,01:14:01,02:29:23,2017, purdue,charlotte,GBR,8963.0,4441.0,
46.0,16.0,16.0,,123,F,18-39,Elite,01:14:08,02:30:42,2017, barlow,tracy,GBR,9042.0,4448.0,
47.0,17.0,17.0,,111,F,18-39,Elite,01:14:01,02:31:32,2017, deelstra,andrea,NED,9092.0,4441.0,
48.0,18.0,18.0,,126,F,18-39,Elite,01:15:45,02:33:56,2017, jones,tish,GBR,9236.0,4545.0,
49.0,19.0,19.0,,124,F,18-39,Elite,01:15:30,02:35:25,2017, panayiotou,melanie,AUS,9325.0,4530.0,
201,1,1.0,Reading...,666,F,18-39,Mass,01:17:21,02:37:07,2017, boniface,anna,GBR,9427.0,,
51.0,20.0,20.0,,128,F,18-39,Elite,01:17:28,02:37:28,2017, vandenbussche,hanna,BEL,9448.0,4648.0,
52.0,21.0,21.0,,122,F,18-39,Elite,01:15:00,02:37:51,2017, partridge,susan,GBR,9471.0,4500.0,
53.0,22.0,22.0,,125,F,18-39,Elite,01:16:08,02:38:11,2017, spink,jenny,GBR,9491.0,4568.0,
287,2,2.0,Kent AC,823,F,18-39,Mass,01:18:31,02:39:11,2017, clements,amy,GBR,9551.0,,
54.0,23.0,23.0,,131,F,18-39,Elite,01:15:28,02:39:27,2017, wood,casey,AUS,9567.0,4528.0,
298,3,3.0,Winchester...,715,F,18-39,Mass,01:17:21,02:39:27,2017, davis,julia,GBR,9567.0,,
339,4,4.0,Rotherha...,843,F,18-39,Mass,01:18:51,02:40:49,2017, edwards,rosie,GBR,9649.0,,
363,5,5.0,Central AC,640,F,18-39,Mass,01:19:09,02:41:20,2017, gyurko,fanni,HUN,9680.0,,
425,6,6.0,Garscube...,620,F,18-39,Mass,01:18:23,02:42:37,2017, white,katie,GBR,9757.0,,
55.0,24.0,24.0,,132,F,18-39,Elite,01:17:30,02:42:38,2017, graham,laura,GBR,9758.0,4650.0,
439,7,7.0,Winchester...,780,F,18-39,Mass,01:20:39,02:42:52,2017, bickford,taylor,USA,9772.0,,
461,8,8.0,Hercules...,775,F,18-39,Mass,01:19:52,02:43:20,2017, grima,claire,GBR,9800.0,,
56.0,25.0,1.0,,117,F,40-44,Elite,01:15:54,02:43:31,2017, duchene,krista,CAN,9811.0,4554.0,
511,9,9.0,Kilbarch...,777,F,18-39,Mass,01:21:02,02:44:24,2017, rankin,gemma,GBR,9864.0,,
600,10,10.0,Cardiff ...,660,F,18-39,Mass,01:19:07,02:46:03,2017, evans,clara,GBR,9963.0,,
676,11,11.0,Gateshea...,468,F,18-39,Mass,01:23:38,02:47:48,2017, nolan,michelle,GBR,10068.0,,
686,12,12.0,Dulwich ...,768,F,18-39,Mass,01:23:33,02:47:52,2017, mcintosh,shona,GBR,10072.0,,
768,13,1.0,BRAT (Birm...,925,F,40-44,Mass,01:23:10,02:49:01,2017, wellington,chrissie,GBR,10141.0,,
816,14,13.0,Birtley AC,460,F,18-39,Mass,01:21:57,02:49:40,2017, millmore,tracy,GBR,10180.0,,
826,15,14.0,San Dome...,498,F,18-39,Mass,01:24:35,02:49:49,2017, lagomarsino,emily,GBR,10189.0,,
879,16,15.0,Hallamshire ...,470,F,18-39,Mass,01:22:31,02:50:36,2017, squires,nicola,GBR,10236.0,,
895,17,16.0,Aldershot ...,702,F,18-39,Mass,01:23:22,02:50:46,2017, harvey,joanne,GBR,10246.0,,
899,18,17.0,,63056,F,18-39,Mass,01:23:26,02:50:49,2017, li,ji,CHN,10249.0,,
911,19,18.0,Ilfracombe...,700,F,18-39,Mass,01:23:09,02:51:02,2017, menon,mary,GBR,10262.0,,
937,20,19.0,,58420,F,18-39,Mass,01:23:45,02:51:28,2017, deering,jill,USA,10288.0,,
938,21,20.0,,811,F,18-39,Mass,01:22:18,02:51:28,2017, le frak,caroline,USA,10288.0,,
981,22,21.0,Dorking &...,675,F,18-39,Mass,01:23:02,02:52:00,2017, jarvis,hannah,GBR,10320.0,,
1043,23,22.0,,27593,F,18-39,Mass,01:25:14,02:52:55,2017, mccandless,joanne,GBR,10375.0,,
1094,24,23.0,Wimbledon ...,530,F,18-39,Mass,01:26:05,02:53:26,2017, trimble,laura,GBR,10406.0,,
1134,25,24.0,Marshall ...,794,F,18-39,Mass,01:25:50,02:53:48,2017, webber,wendy,GBR,10428.0,,
1136,26,25.0,Reading...,646,F,18-39,Mass,01:22:36,02:53:48,2017, mitchell,naomi,GBR,10428.0,,
1141,27,26.0,Metro Ab...,492,F,18-39,Mass,01:24:18,02:53:50,2017, brian,fiona,GBR,10430.0,,
1152,28,27.0,Hyde Villa...,521,F,18-39,Mass,01:26:51,02:53:56,2017, wright,vicky,GBR,10436.0,,
1221,29,28.0,Harrow AC,618,F,18-39,Mass,01:24:30,02:54:38,2017, ashe,lucy,GBR,10478.0,,
1229,30,29.0,Metro Ab...,730,F,18-39,Mass,01:26:11,02:54:41,2017, elvin,jennifer,IRL,10481.0,,
1231,31,30.0,Serpenti...,537,F,18-39,Mass,01:24:30,02:54:43,2017, yanko,devon,USA,10483.0,,
1240,32,2.0,Rotherha...,774,F,40-44,Mass,01:25:24,02:54:48,2017, davies,fiona,GBR,10488.0,,
1241,33,1.0,Les Crou...,471,F,55-59,Mass,01:26:45,02:54:49,2017, mair,angharad,GBR,10489.0,,
1252,34,31.0,Oswestry...,414,F,18-39,Mass,01:29:14,02:54:56,2017, lavender,alison,GBR,10496.0,,
1266,35,32.0,Barrow ...,418,F,18-39,Mass,01:26:52,02:55:06,2017, brown,emma louise,GBR,10506.0,,
1304,36,3.0,Hart Ro...,875,F,40-44,Mass,01:25:19,02:55:33,2017, locks,lesley,GBR,10533.0,,
1313,37,2.0,Dewsbur...,656,F,55-59,Mass,01:26:32,02:55:34,2017, johnson,treena,GBR,10534.0,,
1309,37,33.0,Hadleigh...,668,F,18-39,Mass,01:25:50,02:55:37,2017, kenny,victoria,GBR,10537.0,,
1314,39,33.0,Fulham Ru...,645,F,18-39,Mass,01:25:56,02:55:37,2017, penfold,rose,GBR,10537.0,,
1340,40,35.0,Bristol a...,631,F,18-39,Mass,01:26:25,02:55:53,2017, belyavin,julia,GBR,10553.0,,
1351,41,36.0,,40555,F,18-39,Mass,01:27:12,02:56:01,2017, pontes,kamilla,BRA,10561.0,,
1380,42,4.0,,62355,F,40-44,Mass,01:27:41,02:56:22,2017, rios marques,paula,ITA,10582.0,,
1396,43,37.0,Metro Ab...,903,F,18-39,Mass,01:26:23,02:56:28,2017, wyness,hazel,GBR,10588.0,,
1411,44,38.0,Hayle Ru...,547,F,18-39,Mass,01:27:55,02:56:41,2017, paull,emma,GBR,10601.0,,
1427,45,39.0,Clapham ...,583,F,18-39,Mass,01:27:06,02:56:49,2017, whiley,alice,GBR,10609.0,,
1473,46,1.0,Reading ...,837,F,45-49,Mass,01:26:16,02:57:08,2017, hoskins,carrie/caroline,GBR,10628.0,,
1492,47,40.0,Team B...,433,F,18-39,Mass,01:28:12,02:57:20,2017, baxter,sarah louise,GBR,10640.0,,
1550,48,41.0,Edinburg...,463,F,18-39,Mass,01:26:50,02:57:47,2017, shields,tanya,GBR,10667.0,,
1557,49,42.0,Hallamshire ...,524,F,18-39,Mass,01:24:13,02:57:49,2017, wray,zanthe,GBR,10669.0,,
1567,50,1.0,Horsham B...,905,F,50-54,Mass,01:26:10,02:57:52,2017, turner,elspeth,GBR,10672.0,,
1579,51,43.0,Newark AC,644,F,18-39,Mass,01:28:33,02:57:59,2017, gallop,rebecca,GBR,10679.0,,
1582,52,44.0,Richmond ...,804,F,18-39,Mass,01:30:09,02:58:01,2017, fletcher,shona,GBR,10681.0,,
1586,53,45.0,,32873,F,18-39,Mass,01:25:58,02:58:02,2017, gill,susannah,GBR,10682.0,,
1616,54,2.0,Totton RC,880,F,45-49,Mass,01:25:32,02:58:12,2017, wallington,helen,GBR,10692.0,,
1617,55,46.0,Victoria P...,745,F,18-39,Mass,01:29:25,02:58:12,2017, donges,sophie,GBR,10692.0,,
1620,56,3.0,Dumfries ...,785,F,45-49,Mass,01:24:45,02:58:13,2017, finlay,lisa,GBR,10693.0,,
1626,57,47.0,Southampto...,806,F,18-39,Mass,01:28:32,02:58:16,2017, bowness,bryher,GBR,10696.0,,
1627,58,48.0,Nuneaton...,500,F,18-39,Mass,01:28:23,02:58:16,2017, fowler,eleanor,GBR,10696.0,,
1633,59,49.0,Stainland ...,741,F,18-39,Mass,01:28:53,02:58:18,2017, beever,margaret,GBR,10698.0,,
1635,60,4.0,Stadium ...,555,F,45-49,Mass,01:29:40,02:58:18,2017, birchall,lynn,GBR,10698.0,,
1674,61,50.0,,44720,F,18-39,Mass,01:29:57,02:58:33,2017, adams,brooke,USA,10713.0,,
1698,62,51.0,Hasleme...,676,F,18-39,Mass,01:25:41,02:58:41,2017, ward,katy,GBR,10721.0,,
1708,63,5.0,Billericay ...,863,F,40-44,Mass,01:28:11,02:58:43,2017, prideaux,emma,GBR,10723.0,,
1722,64,2.0,,33497,F,50-54,Mass,01:27:14,02:58:48,2017, warner,julie,GBR,10728.0,,
1741,65,6.0,Erme Vall...,466,F,40-44,Mass,01:26:31,02:58:53,2017, perry,cleo,GBR,10733.0,,
1766,66,52.0,West En...,478,F,18-39,Mass,01:29:06,02:59:02,2017, male,joanna,GBR,10742.0,,
1772,67,53.0,Tavistoc...,575,F,18-39,Mass,01:29:02,02:59:03,2017, lake,samantha,GBR,10743.0,,
1818,68,54.0,Poole AC,30530,F,18-39,Mass,01:29:20,02:59:20,2017, hanna,joanna,GBR,10760.0,,
1834,69,55.0,Army / M...,428,F,18-39,Mass,01:26:33,02:59:24,2017, macdonald,lorna hannah,GBR,10764.0,,
1835,70,56.0,Dursley R...,756,F,18-39,Mass,01:28:19,02:59:24,2017, jackson,robyn,GBR,10764.0,,
1901,71,57.0,Central P...,51319,F,18-39,Mass,01:30:27,02:59:49,2017, dusseau,alysia,USA,10789.0,,
1902,72,58.0,Kent AC,828,F,18-39,Mass,01:28:44,02:59:49,2017, hanley,sarah,GBR,10789.0,,
1907,73,59.0,Chorlton...,558,F,18-39,Mass,01:27:52,02:59:52,2017, kilcourse,elisabeth,GBR,10792.0,,
1953,74,60.0,Guildford...,691,F,18-39,Mass,01:30:32,03:00:14,2017, siruffo,cecilia,ESP,10814.0,,
1982,75,7.0,Windle Val...,603,F,40-44,Mass,01:27:57,03:00:28,2017, godwin,dawn,GBR,10828.0,,
15.0,1.0,1.0,,109,F,18-39,Elite,01:08:56,02:18:31,2018, cheruiyot,vivian,KEN,8311.0,4136.0,
16.0,2.0,2.0,,105,F,18-39,Elite,01:08:56,02:20:13,2018, kosgei,brigid,KEN,8413.0,4136.0,
18.0,3.0,3.0,,107,F,18-39,Elite,01:09:47,02:21:40,2018, bekele,tadelech,ETH,8500.0,4187.0,
19.0,4.0,4.0,,103,F,18-39,Elite,01:08:56,02:24:10,2018, cherono,gladys,KEN,8650.0,4136.0,
20.0,5.0,5.0,,101,F,18-39,Elite,01:07:16,02:24:27,2018, keitany,mary,KEN,8667.0,4036.0,
22.0,6.0,6.0,,108,F,18-39,Elite,01:10:52,02:26:03,2018, chelimo,rose,BRN,8763.0,4252.0,
23.0,7.0,7.0,,104,F,18-39,Elite,01:09:48,02:27:45,2018, dibaba,mare,ETH,8865.0,4188.0,
24.0,8.0,8.0,,114,F,18-39,Elite,01:14:03,02:29:24,2018, partridge,lily,GBR,8964.0,4443.0,
25.0,9.0,9.0,,113,F,18-39,Elite,01:14:03,02:32:09,2018, barlow,tracy,GBR,9129.0,4443.0,
26.0,10.0,10.0,,111,F,18-39,Elite,01:14:03,02:32:28,2018, bruce,stephanie,USA,9148.0,4443.0,
28.0,11.0,11.0,,112,F,18-39,Elite,01:14:38,02:35:01,2018, wade,rebecca,USA,9301.0,4478.0,
29.0,12.0,12.0,,117,F,18-39,Elite,01:17:10,02:39:37,2018, murray,rebecca,GBR,9577.0,4630.0,
30.0,13.0,13.0,,116,F,18-39,Elite,01:16:12,02:40:04,2018, costello,liz,USA,9604.0,4572.0,
271,1,,,970,F,,Mass,01:20:15,02:44:50,2018, porter,georgia,USA,9890.0,,
294,2,1.0,Saltaire Striders,619,F,18-39,Mass,01:23:37,02:46:27,2018, oldroyd,hannah,GBR,9987.0,,
297,3,2.0,Other,849,F,18-39,Mass,01:21:11,02:46:36,2018, bowman,laura,USA,9996.0,,
337,4,3.0,,980,F,18-39,Mass,01:25:58,02:47:47,2018, carruthers,hayley,GBR,10067.0,,
342,5,4.0,Serpentine RC,596,F,18-39,Mass,01:22:02,02:47:52,2018, elliott,sarah,CAN,10072.0,,
371,6,5.0,City Of Norwich...,545,F,18-39,Mass,01:24:19,02:48:35,2018, rose,charlotte,GBR,10115.0,,
473,7,6.0,Belgrave Harriers,679,F,18-39,Mass,01:22:31,02:50:51,2018, vongvorachoti,jane,GBR,10251.0,,
576,8,1.0,Hercules Wimble...,832,F,40-44,Mass,01:21:45,02:53:13,2018, grima,claire,GBR,10393.0,,
591,9,7.0,,924,F,18-39,Mass,01:23:11,02:53:26,2018, o'regan,johanna,GBR,10406.0,,
609,10,8.0,Ilfracombe Runnin...,564,F,18-39,Mass,01:23:37,02:53:44,2018, menon,mary,GBR,10424.0,,
647,11,9.0,Cambridge & Cole...,747,F,18-39,Mass,01:23:36,02:54:30,2018, schwiening,georgina,GBR,10470.0,,
712,12,10.0,Herne Hill Harriers,572,F,18-39,Mass,01:22:00,02:55:38,2018, ward,stacey,GBR,10538.0,,
718,13,11.0,Newark AC,507,F,18-39,Mass,01:25:17,02:55:43,2018, gallop,rebecca,GBR,10543.0,,
